id,id_internal,employees,founding_year,indegree,outdegree,innoprob,sustainability_intensity,ai_intensity,3d_printing_intensity,lats,lons
56,0,9.0,1960.0,0,0,0.2456575,0.0,0.0,0.0,48.87895114137047,10.473422216822735
57,0,,,0,1,0.2939667,0.0,0.0,0.0,48.98220132593716,7.828659191160052
58,0,,,0,0,0.64193344,0.0,0.1596110973894277,0.0,49.325267000389125,8.482633779415021
59,0,1.0,2021.0,0,0,0.46260157,0.16095614242913,0.0,0.0,49.069884852945286,8.349973968462566
60,0,3.0,1999.0,0,0,0.05639401,0.0,0.0,0.0,49.47206115752457,8.033089684467127
61,0,39.0,2014.0,1,1,0.097901136,0.0,0.0,0.0,48.92262090802711,9.74593744792233
62,0,2.0,2001.0,19,5,0.30001086,0.0793352045204515,0.0,0.0,48.229620707577986,8.02410103997203
63,0,8.0,1901.0,0,1,0.27137095,0.0,0.0,0.0,49.64689256329501,9.557465447743027
64,0,,,0,0,,,,,49.49907291341333,10.463525552771367
65,0,82.0,1983.0,0,0,0.22170523,0.4242350783022166,0.0,0.0,47.67989290744403,10.458538038942583
66,0,1.0,2009.0,0,0,0.7052145,0.0,0.0,0.0,48.13728698013648,7.548285573102166
67,0,1.0,2015.0,0,0,0.2574904,0.0,0.0,0.0,48.657802737455064,7.667056652947732
68,0,4.0,2019.0,0,0,0.13903823,0.0,0.0,0.0,48.29327782443851,7.8723687421094235
69,0,,,0,4,0.16799685,0.0,0.0,0.0,47.98098001302075,7.9173911857716055
70,0,,,0,0,0.37713176,0.0,0.0,0.0,48.438842940307445,10.417614175097611
71,0,,2019.0,0,0,0.38484943,0.0,0.0,0.0,48.94320088337721,9.916786660381156
72,0,2.0,2020.0,0,0,0.2520108,0.0,0.0,0.0,47.50823955571565,10.034064004571519
73,0,200.0,1972.0,13,0,0.4659785,1.962967629927667,0.0,0.0,49.28070103400042,7.677122526475799
74,0,24.0,2000.0,3,1,0.13153249,0.0,0.0,0.0,49.36248016837475,8.251449199728306
75,0,,,0,0,0.24725151,0.0,0.0,0.0,48.89816092814293,8.718849831571102
76,0,3.0,1972.0,0,0,0.15951285,0.3457683272623091,0.0,0.0,48.21440805199973,8.507463354250861
77,0,,,1,0,0.2938465,0.0,0.0,0.0,47.68378891616494,7.547470008028537
78,0,2.0,2019.0,0,0,0.6576998,1.2750131858185616,0.0,0.0,47.62138624075049,10.493079835669953
79,0,4.0,2016.0,0,0,0.13337019,0.0,0.0,0.0,48.77876514380562,8.549908739874192
80,0,22.0,1986.0,0,2,0.27627692,0.0,0.0,0.0,49.8250334845509,9.224639889319537
81,0,,2008.0,0,0,0.35944077,0.0,0.0,0.0,49.36703347197198,9.772906925933285
82,0,,,0,0,0.24050695,0.0,0.0,0.0,48.60723772164304,10.432620719849837
83,0,1.0,2012.0,0,8,0.12218228,0.0,0.0,0.0,48.185469861112786,9.772823972261195
84,0,46.0,1970.0,1,0,0.68291444,2.1138778489514864,0.433177006617445,0.0,47.701550866301716,9.769028478738809
